用户id,注册时间,性别,年龄,学历,所属省份,所属地市,下载渠道,游戏职业,游戏等级,最近一次登录时间
C49302,2017#11#7,男,17,高中/中专,江西省,宜春市,华为应用商店,刺客,青铜,2019/9/16
C39528,2018/6/17,男,14,初中及以下,陕西省,西安市,APP Store,法师,青铜,2019/2/7
C38156,2017#11#24,男,25,高中/中专,湖南省,株洲市,APP Store,法师,青铜,2019/9/2
C41294,2018/12/10,男,32,大专,陕西省,汉中市,应用宝,剑士,青铜,2019/11/11
C36325,2018/11/18,男,19,大专,辽宁省,沈阳市,小米应用商店,法师,白银,2019/8/5
C45481,2018/5/17,男,33,大专,江苏省,苏州市,华为应用商店,法师,青铜,2018/8/10
C23617,2018/12/10,男,14,初中及以下,广东省,佛山市,oppo应用商店,法师,青铜,2019/6/13
C41834,2019/1/13,男,19,大专,广东省,广州市,应用宝,剑士,青铜,2019/1/28
C44871,2018/9/17,男,13,初中及以下,江苏省,泰州市,应用宝,刺客,白银,2018/10/20
C40681,2018/2/23,男,19,大专,广东省,东莞市,APP Store,剑士,青铜,2018/10/5
C26425,2017#11#30,女,32,高中/中专,广东省,深圳市,应用宝,刺客,青铜,2018/7/12
C45686,2018/5/23,男,27,大专,江苏省,苏州市,APP Store,刺客,青铜,2018/8/9
C51833,2017#8#4,男,22,本科,河南省,商丘市,oppo应用商店,法师,青铜,2018/4/24
C35373,2018/3/12,男,20,博士及以上,江苏省,扬州市,APP Store,剑士,青铜,2019/3/18
C21695,2019/1/16,男,32,大专,甘肃省,平凉市,vivo应用商店,刺客,青铜,2019/1/18
C49219,2017#9#27,女,15,初中及以下,黑龙江省,鹤岗市,华为应用商店,刺客,青铜,2018/5/15
C23250,2018/6/2,女,31,大专,山西省,大同市,APP Store,法师,青铜,2019/5/3
C42334,2018/5/1,男,14,初中及以下,福建省,泉州市,APP Store,刺客,青铜,2018/7/26
C45296,2017#12#31,男,31,本科,江苏省,徐州市,华为应用商店,刺客,青铜,2018/7/7
C33385,2018/7/1,男,23,本科,福建省,漳州市,应用宝,剑士,青铜,2019/2/27
C51996,2017#8#14,女,21,大专,河南省,濮阳市,oppo应用商店,法师,白银,2018/7/13
C21143,2018/5/7,男,17,大专,北京市,北京市,应用宝,刺客,白银,2019/5/9
C27666,2017#10#9,男,23,本科,广东省,东莞市,华为应用商店,法师,青铜,2019/1/12
C24345,2017#7#11,男,33,高中/中专,浙江省,绍兴市,应用宝,法师,青铜,2018/12/22
C35707,2018/3/9,男,22,高中/中专,广东省,佛山市,华为应用商店,刺客,青铜,2019/3/29
C26802,2018/5/12,男,32,大专,江苏省,淮安市,应用宝,法师,青铜,2019/9/6
C46801,2018/5/17,男,25,初中及以下,广西壮族自治区,南宁市,华为应用商店,剑士,青铜,2018/6/11
C50400,2018/3/13,女,14,初中及以下,福建省,厦门市,APP Store,法师,青铜,2018/9/30
C49520,2018/8/20,女,20,本科,山东省,济宁市,小米应用商店,剑士,白银,2018/10/29
C24474,2017#9#9,女,28,大专,江苏省,南京市,小米应用商店,剑士,青铜,2018/6/9
C27027,2018/6/20,女,21,硕士,湖北省,武汉市,vivo应用商店,法师,青铜,2019/3/3
C23645,2018/1/20,男,22,高中/中专,江西省,上饶市,华为应用商店,刺客,青铜,2018/2/1
C34175,2018/8/20,男,17,初中及以下,江苏省,扬州市,华为应用商店,法师,青铜,2018/10/26
C37600,2017#10#22,男,17,高中/中专,江西省,宜春市,华为应用商店,法师,青铜,2017/11/28
C21484,2017#11#22,男,21,高中/中专,广东省,佛山市,华为应用商店,法师,青铜,2018/4/28
C43678,2017#12#23,男,22,高中/中专,广东省,深圳市,应用宝,刺客,青铜,2019/10/9
C51151,2019/3/19,男,35,高中/中专,江苏省,苏州市,vivo应用商店,法师,青铜,2019/4/11
C35488,2019/1/16,男,13,初中及以下,四川省,德阳市,华为应用商店,刺客,青铜,2019/1/22
C52759,2017#12#12,女,23,大专,山东省,滨州市,APP Store,法师,青铜,2018/9/1
C46327,2018/6/4,男,36,本科,陕西省,西安市,vivo应用商店,法师,青铜,2019/6/8
C39102,2017#8#13,男,21,本科,四川省,成都市,APP Store,法师,青铜,2019/6/23
C50179,2019/5/6,男,18,大专,四川省,成都市,vivo应用商店,法师,青铜,2019/8/8
C30902,2017#10#4,男,17,大专,陕西省,咸阳市,APP Store,法师,青铜,2019/5/14
C36463,2018/5/4,女,13,初中及以下,江苏省,苏州市,小米应用商店,法师,青铜,2018/5/20
C31313,2018/6/20,男,22,高中/中专,山西省,吕梁市,APP Store,刺客,青铜,2019/8/10
C52467,2018/5/23,男,17,初中及以下,湖北省,襄阳市,华为应用商店,法师,青铜,2019/1/23
C44147,2017#8#14,男,14,初中及以下,云南省,曲靖市,oppo应用商店,剑士,黄金,2018/9/18
C31730,2017#10#7,男,16,大专,广东省,韶关市,APP Store,剑士,白银,2018/11/9
C31340,2018/8/19,男,21,大专,浙江省,杭州市,oppo应用商店,剑士,青铜,2019/6/4
C42893,2018/10/10,男,27,高中/中专,天津市,天津市,小米应用商店,剑士,白银,2019/11/13
C37475,2017#8#23,男,15,初中及以下,云南省,德宏傣族景颇族自治州,应用宝,法师,青铜,2018/5/17
C41964,2017#10#5,男,30,高中/中专,江苏省,扬州市,APP Store,法师,青铜,2018/6/5
C38057,2017#9#11,男,16,大专,安徽省,宿州市,小米应用商店,法师,青铜,2018/11/3
C28279,2018/9/11,男,35,本科,重庆市,重庆市,华为应用商店,剑士,青铜,2019/10/3
C24973,2018/10/5,男,21,大专,江西省,宜春市,华为应用商店,法师,白银,2019/5/2
C34514,2019/1/19,男,17,大专,北京市,北京市,vivo应用商店,剑士,青铜,2019/3/23
C25324,2017#12#30,男,40,大专,重庆市,重庆市,oppo应用商店,法师,青铜,2018/5/11
C47655,2019/2/9,女,14,初中及以下,广东省,湛江市,vivo应用商店,法师,青铜,2019/4/16
C50556,2017#10#5,男,26,本科,江苏省,苏州市,vivo应用商店,法师,白银,2018/9/8
C45896,2017#11#22,男,20,本科,江苏省,无锡市,APP Store,刺客,青铜,2018/11/7
C29977,2018/8/23,女,18,大专,广东省,广州市,华为应用商店,刺客,白银,2019/1/27
C26244,2018/5/3,女,33,高中/中专,广东省,江门市,华为应用商店,法师,青铜,2019/1/2
C37734,2017#12#31,男,27,大专,江苏省,泰州市,华为应用商店,法师,青铜,2019/5/10
C30513,2017#7#26,男,13,初中及以下,北京市,北京市,华为应用商店,刺客,青铜,2018/12/5
C36712,2017#11#1,男,14,初中及以下,云南省,临沧市,小米应用商店,法师,青铜,2019/6/25
C32901,2018/1/16,男,22,本科,辽宁省,沈阳市,vivo应用商店,法师,青铜,2018/8/9
C28047,2018/2/15,女,38,大专,广西壮族自治区,南宁市,APP Store,法师,青铜,2018/10/2
C26497,2018/10/5,男,25,大专,江西省,萍乡市,应用宝,法师,青铜,2019/6/7
C33754,2018/5/17,男,15,初中及以下,山东省,烟台市,华为应用商店,刺客,青铜,2018/12/17
C38060,2019/3/25,女,21,高中/中专,广西壮族自治区,南宁市,华为应用商店,法师,青铜,2019/3/26
C52728,2018/5/23,女,17,初中及以下,广东省,深圳市,APP Store,剑士,青铜,2019/5/4
C38018,2018/3/29,男,30,高中/中专,四川省,达州市,小米应用商店,法师,青铜,2018/5/3
C35780,2019/2/11,女,28,本科,辽宁省,盘锦市,oppo应用商店,法师,青铜,2019/3/10
C49548,2017#8#23,男,18,大专,江西省,南昌市,vivo应用商店,法师,青铜,2018/11/4
C26104,2018/4/28,男,17,初中及以下,江西省,赣州市,华为应用商店,剑士,青铜,2018/5/1
C24007,2019/4/12,女,31,大专,湖北省,鄂州市,华为应用商店,法师,青铜,2019/5/7
C42906,2017#11#24,男,17,高中/中专,四川省,广元市,华为应用商店,刺客,青铜,2019/10/9
C24112,2018/1/16,男,24,初中及以下,山东省,莱芜市,APP Store,法师,白银,2019/1/13
C34803,2018/1/10,男,43,高中/中专,江西省,宜春市,小米应用商店,剑士,青铜,2018/9/7
C34283,2018/1/9,男,14,初中及以下,浙江省,嘉兴市,vivo应用商店,法师,白银,2018/9/26
C25183,2018/11/3,女,19,高中/中专,江苏省,苏州市,APP Store,刺客,青铜,2018/11/23
C51037,2018/7/2,男,30,大专,山东省,临沂市,华为应用商店,法师,青铜,2018/8/14
C28841,2017#10#27,男,14,初中及以下,江西省,九江市,vivo应用商店,法师,青铜,2018/12/9
C27270,2017#10#27,男,38,大专,江苏省,南京市,应用宝,刺客,青铜,2018/4/5
C23240,2019/1/31,女,13,初中及以下,广东省,佛山市,oppo应用商店,刺客,青铜,2019/2/9
C37681,2018/8/19,男,18,初中及以下,广东省,江门市,APP Store,法师,白银,2019/1/8
C39172,2018/11/21,男,21,高中/中专,山西省,临汾市,华为应用商店,刺客,青铜,2019/3/1
C34425,2018/2/12,男,15,初中及以下,江苏省,苏州市,APP Store,刺客,白银,2018/8/31
C38244,2019/3/16,男,13,初中及以下,重庆市,重庆市,小米应用商店,剑士,青铜,2019/6/19
C40516,2018/11/6,女,21,大专,河北省,邯郸市,APP Store,法师,青铜,2019/5/19
C46270,2017#9#20,女,18,初中及以下,辽宁省,本溪市,华为应用商店,刺客,青铜,2018/5/2
C37400,2019/2/5,男,16,高中/中专,吉林省,延边朝鲜族自治州,小米应用商店,法师,黄金,2019/4/10
C24422,2018/10/31,男,22,大专,江苏省,连云港市,APP Store,法师,青铜,2019/8/20
C41521,2018/9/22,男,24,大专,广东省,深圳市,oppo应用商店,刺客,青铜,2019/5/21
C50921,2017#11#9,女,36,本科,浙江省,金华市,应用宝,法师,青铜,2018/10/8
C22518,2018/5/4,女,13,初中及以下,江苏省,南京市,华为应用商店,剑士,青铜,2018/7/9
C36234,2017#8#23,男,13,初中及以下,江苏省,南通市,vivo应用商店,剑士,白银,2019/5/8
C32021,2019/1/13,男,23,大专,广东省,佛山市,oppo应用商店,剑士,青铜,2019/3/8
C23633,2018/7/15,男,28,本科,黑龙江省,鸡西市,华为应用商店,法师,青铜,2019/8/12
C32561,2017#10#30,男,30,大专,福建省,泉州市,APP Store,法师,青铜,2018/9/11
C47961,2017#8#30,男,37,大专,安徽省,阜阳市,华为应用商店,法师,青铜,2019/7/30
C34676,2018/2/16,男,18,高中/中专,贵州省,遵义市,华为应用商店,剑士,青铜,2018/8/18
C47638,2017#10#26,女,17,大专,广东省,江门市,应用宝,刺客,青铜,2019/9/9
C39014,2018/10/9,男,13,初中及以下,广东省,广州市,oppo应用商店,刺客,白银,2019/8/17
C42612,2017#12#21,女,25,本科,山西省,太原市,vivo应用商店,法师,青铜,2018/1/19
C21688,2018/1/10,男,27,本科,浙江省,台州市,应用宝,剑士,青铜,2018/11/11
C52733,2017#12#24,女,14,初中及以下,山东省,德州市,小米应用商店,剑士,黄金,2019/11/17
C45966,2018/10/5,男,16,初中及以下,河南省,南阳市,APP Store,法师,白银,2019/1/11
C38561,2017#9#17,女,35,本科,湖南省,长沙市,华为应用商店,法师,白银,2018/3/24
C46924,2017#10#12,女,39,大专,浙江省,温州市,应用宝,刺客,青铜,2019/6/3
C26774,2017#12#30,男,24,大专,江苏省,无锡市,华为应用商店,剑士,青铜,2018/11/15
C31218,2019/4/13,男,41,本科,福建省,泉州市,华为应用商店,法师,青铜,2019/7/19
C36989,2017#9#1,男,19,高中/中专,浙江省,温州市,华为应用商店,剑士,白银,2019/7/17
C51340,2018/1/8,男,27,高中/中专,湖南省,长沙市,小米应用商店,剑士,青铜,2018/8/1
C51488,2017#10#1,女,13,初中及以下,浙江省,杭州市,华为应用商店,剑士,青铜,2019/5/5
C22963,2017#10#2,女,41,本科,安徽省,宿州市,小米应用商店,剑士,青铜,2018/1/7
C47668,2018/10/16,男,16,高中/中专,江西省,九江市,vivo应用商店,刺客,青铜,2019/5/6
C27294,2018/11/21,男,13,初中及以下,江苏省,苏州市,vivo应用商店,法师,青铜,2019/5/21
C41397,2019/4/7,女,30,硕士,江苏省,无锡市,华为应用商店,法师,青铜,2019/4/28
C48949,2017#7#19,男,18,初中及以下,河北省,邢台市,其他,法师,青铜,2018/3/5
C52062,2018/1/1,女,25,本科,四川省,攀枝花市,vivo应用商店,剑士,青铜,2018/11/6
C22515,2017#12#10,男,37,本科,江苏省,苏州市,华为应用商店,刺客,青铜,2019/3/28
C47050,2017#9#12,男,18,高中/中专,江西省,抚州市,小米应用商店,剑士,青铜,2019/6/1
C40952,2018/4/30,男,14,初中及以下,北京市,北京市,华为应用商店,法师,黄金,2018/12/24
C33562,2018/10/29,男,15,初中及以下,浙江省,台州市,应用宝,剑士,青铜,2019/7/16
C21622,2017#9#27,女,14,初中及以下,辽宁省,大连市,华为应用商店,法师,青铜,2017/11/7
C36831,2017#10#9,男,27,硕士,山东省,泰安市,APP Store,剑士,青铜,2018/4/14
C46518,2018/6/17,男,31,高中/中专,浙江省,绍兴市,应用宝,刺客,青铜,2018/7/9
C25180,2019/5/5,男,31,硕士,四川省,遂宁市,APP Store,剑士,白银,2019/5/23
C43769,2017#11#3,男,29,大专,江苏省,南通市,APP Store,法师,青铜,2018/3/26
C51203,2018/12/10,男,18,大专,江苏省,南通市,华为应用商店,法师,青铜,2019/11/10
C29356,2019/2/11,男,30,本科,北京市,北京市,小米应用商店,法师,青铜,2019/4/30
C37890,2018/2/10,男,19,大专,新疆维吾尔自治区,伊犁哈萨克自治州,应用宝,法师,白银,2019/10/29
C34969,2018/9/12,男,13,初中及以下,江西省,南昌市,华为应用商店,刺客,青铜,2019/1/5
C27201,2018/9/22,女,19,高中/中专,广东省,深圳市,应用宝,法师,青铜,2019/6/2
C27849,2017#12#31,男,24,高中/中专,广东省,深圳市,其他,剑士,青铜,2018/5/28
C23576,2018/10/10,女,22,大专,安徽省,六安市,华为应用商店,法师,青铜,2019/9/27
C47476,2018/12/9,女,26,博士及以上,湖南省,衡阳市,oppo应用商店,法师,青铜,2019/7/29
C23775,2018/6/25,男,13,初中及以下,湖北省,武汉市,APP Store,法师,白银,2018/12/22
C22198,2018/1/6,男,26,大专,广西壮族自治区,百色市,oppo应用商店,刺客,白银,2018/5/1
C36182,2019/1/6,女,36,高中/中专,江西省,九江市,华为应用商店,法师,青铜,2019/3/30
C45248,2018/6/30,男,30,大专,湖南省,株洲市,APP Store,法师,青铜,2018/11/25
C49546,2018/3/30,男,18,大专,安徽省,六安市,APP Store,刺客,青铜,2019/4/20
C51022,2018/9/6,男,25,大专,新疆维吾尔自治区,乌鲁木齐市,APP Store,法师,青铜,2019/6/13
C39703,2017#11#9,男,29,大专,云南省,曲靖市,华为应用商店,法师,青铜,2018/2/6
C36265,2018/3/3,女,16,大专,江西省,赣州市,APP Store,剑士,白银,2018/9/8
C49797,2018/4/11,男,18,大专,河北省,石家庄市,华为应用商店,法师,青铜,2019/2/2
C45117,2018/10/29,男,24,大专,江苏省,南通市,APP Store,法师,青铜,2018/12/15
C30899,2019/6/27,男,13,初中及以下,湖南省,怀化市,oppo应用商店,法师,黄金,2019/7/6
C32522,2018/3/19,男,16,高中/中专,江苏省,南通市,华为应用商店,刺客,青铜,2018/12/20
C32164,2017#8#30,男,21,高中/中专,福建省,三明市,oppo应用商店,法师,青铜,2017/11/15
C32834,2018/4/16,女,27,大专,山西省,大同市,小米应用商店,刺客,青铜,2018/9/23
C37928,2019/2/3,男,35,硕士,湖北省,武汉市,小米应用商店,法师,青铜,2019/3/25
C22664,2017#12#24,男,23,硕士,浙江省,宁波市,华为应用商店,法师,青铜,2019/5/7
C23904,2017#7#22,男,13,初中及以下,辽宁省,沈阳市,应用宝,法师,青铜,2018/7/10
C51163,2019/1/21,男,16,高中/中专,陕西省,渭南市,应用宝,剑士,青铜,2019/4/2
C27677,2018/1/10,男,30,本科,安徽省,安庆市,vivo应用商店,法师,白银,2018/3/11
C35852,2018/8/15,女,17,大专,安徽省,蚌埠市,华为应用商店,剑士,青铜,2019/8/12
C52725,2017#9#1,男,29,大专,黑龙江省,哈尔滨市,小米应用商店,刺客,青铜,2017/9/14
C35878,2018/6/3,男,37,高中/中专,江西省,上饶市,应用宝,法师,青铜,2019/4/3
C41715,2017#7#30,男,30,大专,江苏省,苏州市,华为应用商店,刺客,青铜,2018/12/15
C32154,2017#8#4,女,21,大专,辽宁省,大连市,华为应用商店,剑士,青铜,2019/10/15
C44065,2019/6/4,女,25,大专,河北省,沧州市,华为应用商店,法师,白银,2019/7/13
C50941,2018/5/27,男,39,大专,山东省,烟台市,APP Store,剑士,青铜,2019/6/30
C23383,2019/5/31,女,17,初中及以下,浙江省,宁波市,oppo应用商店,刺客,青铜,2019/8/18
C22611,2017#10#9,女,24,高中/中专,内蒙古自治区,鄂尔多斯市,华为应用商店,剑士,白银,2019/11/13
C46202,2018/2/12,男,24,大专,浙江省,嘉兴市,vivo应用商店,法师,青铜,2018/3/5
C28936,2018/3/20,女,36,高中/中专,福建省,泉州市,华为应用商店,剑士,青铜,2018/10/3
C31768,2019/5/6,女,38,大专,重庆市,重庆市,oppo应用商店,法师,青铜,2019/5/20
C31470,2017#9#1,男,35,大专,四川省,乐山市,华为应用商店,法师,青铜,2018/3/8
C47457,2018/3/4,女,32,高中/中专,重庆市,重庆市,APP Store,刺客,青铜,2018/8/20
C32646,2017#12#23,男,28,本科,重庆市,重庆市,应用宝,法师,青铜,2019/1/14
C41027,2018/3/13,女,29,大专,广西壮族自治区,柳州市,oppo应用商店,法师,青铜,2019/4/6
C44274,2017#12#25,男,22,大专,湖北省,襄阳市,华为应用商店,法师,青铜,2019/10/5
C22708,2017#12#23,男,18,大专,江苏省,泰州市,oppo应用商店,法师,青铜,2019/6/18
C38984,2017#10#21,男,34,本科,四川省,达州市,oppo应用商店,刺客,白银,2018/2/16
C38142,2017#11#30,女,17,大专,云南省,昆明市,华为应用商店,法师,星耀,2019/7/21
C35133,2018/7/21,男,13,初中及以下,江西省,上饶市,应用宝,刺客,青铜,2019/2/3
C44170,2019/1/31,男,15,初中及以下,江苏省,常州市,应用宝,法师,青铜,2019/2/24
C27210,2017#9#20,女,38,大专,江苏省,盐城市,小米应用商店,法师,王者,2017/12/31
C33752,2018/8/26,男,23,大专,广西壮族自治区,崇左市,华为应用商店,法师,白银,2019/1/21
C29875,2017#7#26,男,24,硕士,河北省,保定市,华为应用商店,法师,青铜,2017/12/7
C37552,2017#7#26,女,32,大专,浙江省,嘉兴市,APP Store,法师,青铜,2019/5/30
C39794,2018/6/10,男,25,大专,湖南省,永州市,oppo应用商店,刺客,青铜,2018/11/27
C47875,2018/6/4,男,29,大专,广东省,深圳市,华为应用商店,剑士,青铜,2018/6/30
C49338,2018/5/5,男,15,初中及以下,江苏省,盐城市,华为应用商店,剑士,青铜,2018/12/29
C30749,2019/2/5,男,33,本科,重庆市,重庆市,华为应用商店,法师,青铜,2019/5/10
C28998,2018/3/23,女,31,高中/中专,河南省,开封市,vivo应用商店,法师,青铜,2019/3/2
C31051,2018/5/24,男,26,本科,江苏省,苏州市,华为应用商店,剑士,白银,2019/3/4
C36733,2018/1/1,女,18,大专,广西壮族自治区,玉林市,APP Store,刺客,白银,2018/8/5
C47958,2017#7#21,男,24,大专,浙江省,温州市,应用宝,剑士,青铜,2017/10/30
C30562,2018/2/28,女,14,初中及以下,陕西省,西安市,APP Store,刺客,青铜,2018/5/16
C44671,2017#10#19,男,33,大专,新疆维吾尔自治区,哈密地区,oppo应用商店,刺客,白银,2018/10/22
C24118,2018/9/15,女,34,本科,四川省,绵阳市,应用宝,刺客,白银,2019/5/25
C50729,2017#7#16,男,22,大专,上海市,上海市,APP Store,法师,青铜,2018/4/20
C38993,2018/9/5,男,43,本科,广西壮族自治区,贺州市,小米应用商店,剑士,青铜,2019/2/19
C25073,2018/10/27,男,33,大专,四川省,达州市,应用宝,刺客,青铜,2019/5/20
